PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"16507957","Stressful life events, 5-HTT genotype and risk of depression","Zammit S, Owen MJ.","Br J Psychiatry. 2006 Mar;188:199-201. doi: 10.1192/bjp.bp.105.020644.","Zammit S","Br J Psychiatry","2006","2006/03/02","","","10.1192/bjp.bp.105.020644"
"16869229","Serotonergic dysfunction: brain imaging and behavioral correlates","Wrase J, Reimold M, Puls I, Kienast T, Heinz A.","Cogn Affect Behav Neurosci. 2006 Mar;6(1):53-61. doi: 10.3758/cabn.6.1.53.","Wrase J","Cogn Affect Behav Neurosci","2006","2006/07/28","","","10.3758/cabn.6.1.53"
"16530463","Genetics of emotional regulation: the role of the serotonin transporter in neural function","Hariri AR, Holmes A.","Trends Cogn Sci. 2006 Apr;10(4):182-91. doi: 10.1016/j.tics.2006.02.011. Epub 2006 Mar 10.","Hariri AR","Trends Cogn Sci","2006","2006/03/15","","","10.1016/j.tics.2006.02.011"
"16707806","Early life blockade of 5-hydroxytryptamine 1A receptors normalizes sleep and depression-like behavior in adult knock-out mice lacking the serotonin transporter","Alexandre C, Popa D, Fabre V, Bouali S, Venault P, Lesch KP, Hamon M, Adrien J.","J Neurosci. 2006 May 17;26(20):5554-64. doi: 10.1523/JNEUROSCI.5156-05.2006.","Alexandre C","J Neurosci","2006","2006/05/19","PMC6675294","","10.1523/JNEUROSCI.5156-05.2006"
"16691130","Influence of the serotonin transporter gene on comorbid disorders among alcohol-dependent individuals","Marques FZ, Hutz MH, Bau CH.","Psychiatr Genet. 2006 Jun;16(3):125-31. doi: 10.1097/01.ypg.0000199449.07786.7d.","Marques FZ","Psychiatr Genet","2006","2006/05/13","","","10.1097/01.ypg.0000199449.07786.7d"
"16775130","Ethanol inhibits clearance of brain serotonin by a serotonin transporter-independent mechanism","Daws LC, Montañez S, Munn JL, Owens WA, Baganz NL, Boyce-Rustay JM, Millstein RA, Wiedholz LM, Murphy DL, Holmes A.","J Neurosci. 2006 Jun 14;26(24):6431-8. doi: 10.1523/JNEUROSCI.4050-05.2006.","Daws LC","J Neurosci","2006","2006/06/16","PMC6674049","","10.1523/JNEUROSCI.4050-05.2006"
"16542782","Insertion mutation at the C-terminus of the serotonin transporter disrupts brain serotonin function and emotion-related behaviors in mice","Zhao S, Edwards J, Carroll J, Wiedholz L, Millstein RA, Jaing C, Murphy DL, Lanthorn TH, Holmes A.","Neuroscience. 2006 Jun 19;140(1):321-34. doi: 10.1016/j.neuroscience.2006.01.049. Epub 2006 Mar 20.","Zhao S","Neuroscience","2006","2006/03/18","","","10.1016/j.neuroscience.2006.01.049"
"16638624","Aberrant accumulation of serotonin in dopaminergic neurons","Mössner R, Simantov R, Marx A, Lesch KP, Seif I.","Neurosci Lett. 2006 Jun 19;401(1-2):49-54. doi: 10.1016/j.neulet.2006.02.081. Epub 2006 Apr 25.","Mössner R","Neurosci Lett","2006","2006/04/28","","","10.1016/j.neulet.2006.02.081"
"16616982","Cytokines and serotonin transporter in patients with major depression","Tsao CW, Lin YS, Chen CC, Bai CH, Wu SR.","Prog Neuropsychopharmacol Biol Psychiatry. 2006 Jul;30(5):899-905. doi: 10.1016/j.pnpbp.2006.01.029. Epub 2006 Mar 6.","Tsao CW","Prog Neuropsychopharmacol Biol Psychiatry","2006","2006/04/18","","","10.1016/j.pnpbp.2006.01.029"
"16212676","Development of depression: sex and the interaction between environment and a promoter polymorphism of the serotonin transporter gene","Sjöberg RL, Nilsson KW, Nordquist N, Ohrvik J, Leppert J, Lindström L, Oreland L.","Int J Neuropsychopharmacol. 2006 Aug;9(4):443-9. doi: 10.1017/S1461145705005936. Epub 2005 Sep 15.","Sjöberg RL","Int J Neuropsychopharmacol","2006","2005/10/11","","","10.1017/S1461145705005936"
"17017823","Association study of the 5-HTTLPR polymorphism and depression in 75-Year-Old nondemented subjects from the Vienna Transdanube Aging (VITA) study","Grünblatt E, Löffler C, Zehetmayer S, Jungwirth S, Tragl KH, Riederer P, Fischer P.","J Clin Psychiatry. 2006 Sep;67(9):1373-8. doi: 10.4088/jcp.v67n0907.","Grünblatt E","J Clin Psychiatry","2006","2006/10/05","","","10.4088/jcp.v67n0907"
"17018806","Monoamine transporter gene polymorphisms and antidepressant response in koreans with late-life depression","Kim H, Lim SW, Kim S, Kim JW, Chang YH, Carroll BJ, Kim DK.","JAMA. 2006 Oct 4;296(13):1609-18. doi: 10.1001/jama.296.13.1609.","Kim H","JAMA","2006","2006/10/05","","","10.1001/jama.296.13.1609"
"17372541","[Heritability and candidate genes in tobacco use]","Hamdani N, Ades J, Gorwood P.","Encephale. 2006 Nov-Dec;32(6 Pt 1):966-75. doi: 10.1016/s0013-7006(06)76275-3.","Hamdani N","Encephale","2006","2007/03/21","","","10.1016/s0013-7006(06)76275-3"
"17117959","Ethanol-related behaviors in serotonin transporter knockout mice","Boyce-Rustay JM, Wiedholz LM, Millstein RA, Carroll J, Murphy DL, Daws LC, Holmes A.","Alcohol Clin Exp Res. 2006 Dec;30(12):1957-65. doi: 10.1111/j.1530-0277.2006.00241.x.","Boyce-Rustay JM","Alcohol Clin Exp Res","2006","2006/11/23","","","10.1111/j.1530-0277.2006.00241.x"
"17177116","Effects of mild early life stress on abnormal emotion-related behaviors in 5-HTT knockout mice","Carroll JC, Boyce-Rustay JM, Millstein R, Yang R, Wiedholz LM, Murphy DL, Holmes A.","Behav Genet. 2007 Jan;37(1):214-22. doi: 10.1007/s10519-006-9129-9.","Carroll JC","Behav Genet","2007","2006/12/21","","","10.1007/s10519-006-9129-9"
"21204384","High-Speed Chronoamperometry to Study Kinetics and Mechanisms for Serotonin Clearance In Vivo","Daws LC, Toney GM.","In: Michael AC, Borland LM, editors. Electrochemical Methods for Neuroscience. Boca Raton (FL): CRC Press/Taylor & Francis; 2007. Chapter 5.","Daws LC","Electrochemical Methods for Neuroscience","2007","2007/01/01","","",""
"17234600","Impaired stress-coping and fear extinction and abnormal corticolimbic morphology in serotonin transporter knock-out mice","Wellman CL, Izquierdo A, Garrett JE, Martin KP, Carroll J, Millstein R, Lesch KP, Murphy DL, Holmes A.","J Neurosci. 2007 Jan 17;27(3):684-91. doi: 10.1523/JNEUROSCI.4595-06.2007.","Wellman CL","J Neurosci","2007","2007/01/20","PMC6672805","","10.1523/JNEUROSCI.4595-06.2007"
"16930719","Serotonin transporter gene status predicts caudate nucleus but not amygdala or hippocampal volumes in older persons with major depression","Hickie IB, Naismith SL, Ward PB, Scott EM, Mitchell PB, Schofield PR, Scimone A, Wilhelm K, Parker G.","J Affect Disord. 2007 Feb;98(1-2):137-42. doi: 10.1016/j.jad.2006.07.010. Epub 2006 Aug 23.","Hickie IB","J Affect Disord","2007","2006/08/26","","","10.1016/j.jad.2006.07.010"
"17174018","Association between obsessive-compulsive disorder and a variable number of tandem repeats polymorphism in intron 2 of the serotonin transporter gene","Baca-Garcia E, Vaquero-Lorenzo C, Diaz-Hernandez M, Rodriguez-Salgado B, Dolengevich-Segal H, Arrojo-Romero M, Botillo-Martin C, Ceverino A, Piqueras JF, Perez-Rodriguez MM, Saiz-Ruiz J.","Prog Neuropsychopharmacol Biol Psychiatry. 2007 Mar 30;31(2):416-20. doi: 10.1016/j.pnpbp.2006.10.016. Epub 2006 Dec 13.","Baca-Garcia E","Prog Neuropsychopharmacol Biol Psychiatry","2007","2006/12/19","","","10.1016/j.pnpbp.2006.10.016"
"17408646","Serotonin-1A receptor gene HTR1A variation predicts interferon-induced depression in chronic hepatitis C","Kraus MR, Al-Taie O, Schäfer A, Pfersdorff M, Lesch KP, Scheurlen M.","Gastroenterology. 2007 Apr;132(4):1279-86. doi: 10.1053/j.gastro.2007.02.053. Epub 2007 Feb 25.","Kraus MR","Gastroenterology","2007","2007/04/06","","","10.1053/j.gastro.2007.02.053"
"17298851","Depressive behaviors and decreased expression of serotonin reuptake transporter in rats that experienced neonatal maternal separation","Lee JH, Kim HJ, Kim JG, Ryu V, Kim BT, Kang DW, Jahng JW.","Neurosci Res. 2007 May;58(1):32-9. doi: 10.1016/j.neures.2007.01.008. Epub 2007 Jan 20.","Lee JH","Neurosci Res","2007","2007/02/15","","","10.1016/j.neures.2007.01.008"
"17453062","Convergent genetic modulation of the endocrine stress response involves polymorphic variations of 5-HTT, COMT and MAOA","Jabbi M, Korf J, Kema IP, Hartman C, van der Pompe G, Minderaa RB, Ormel J, den Boer JA.","Mol Psychiatry. 2007 May;12(5):483-90. doi: 10.1038/sj.mp.4001975. Epub 2007 Mar 6.","Jabbi M","Mol Psychiatry","2007","2007/04/25","","","10.1038/sj.mp.4001975"
"17383614","Chronic food restriction in young rats results in depression- and anxiety-like behaviors with decreased expression of serotonin reuptake transporter","Jahng JW, Kim JG, Kim HJ, Kim BT, Kang DW, Lee JH.","Brain Res. 2007 May 30;1150:100-7. doi: 10.1016/j.brainres.2007.02.080. Epub 2007 Mar 6.","Jahng JW","Brain Res","2007","2007/03/27","","","10.1016/j.brainres.2007.02.080"
"17353910","Serotonin transporter polymorphism, memory and hippocampal volume in the elderly: association and interaction with cortisol","O'Hara R, Schröder CM, Mahadevan R, Schatzberg AF, Lindley S, Fox S, Weiner M, Kraemer HC, Noda A, Lin X, Gray HL, Hallmayer JF.","Mol Psychiatry. 2007 Jun;12(6):544-55. doi: 10.1038/sj.mp.4001978. Epub 2007 Mar 13.","O'Hara R","Mol Psychiatry","2007","2007/03/14","PMC2084475","NIHMS17078","10.1038/sj.mp.4001978"
"17635185","Increased risk for major depression associated with the short allele of the serotonin transporter promoter region (5-HTTLPR-S) and the CYP2C9*3 allele","Dorado P, Peñas-Lledó EM, González AP, Cáceres MC, Cobaleda J, Llerena A.","Fundam Clin Pharmacol. 2007 Aug;21(4):451-3. doi: 10.1111/j.1472-8206.2007.00501.x.","Dorado P","Fundam Clin Pharmacol","2007","2007/07/20","","","10.1111/j.1472-8206.2007.00501.x"
"17359932","Serotonin transporter gene polymorphism (5-HTTLPR) in patients with oral lichen planus","Perdigão PF, Guimarães AL, Victoria JM, Xavier GM, Romano-Silva MA, Gomez RS.","Arch Oral Biol. 2007 Sep;52(9):889-93. doi: 10.1016/j.archoralbio.2007.02.001. Epub 2007 Mar 13.","Perdigão PF","Arch Oral Biol","2007","2007/03/16","","","10.1016/j.archoralbio.2007.02.001"
"17726476","Long story short: the serotonin transporter in emotion regulation and social cognition","Canli T, Lesch KP.","Nat Neurosci. 2007 Sep;10(9):1103-9. doi: 10.1038/nn1964.","Canli T","Nat Neurosci","2007","2007/08/30","","","10.1038/nn1964"
"17766691","The long and the short of it: associations between 5-HTT genotypes and coping with stress","Wilhelm K, Siegel JE, Finch AW, Hadzi-Pavlovic D, Mitchell PB, Parker G, Schofield PR.","Psychosom Med. 2007 Sep-Oct;69(7):614-20. doi: 10.1097/PSY.0b013e31814cec64. Epub 2007 Aug 31.","Wilhelm K","Psychosom Med","2007","2007/09/04","","","10.1097/PSY.0b013e31814cec64"
"17455215","Relationship of 5-HTTLPR genotypes and depression risk in the presence of trauma in a female twin sample","Chorbov VM, Lobos EA, Todorov AA, Heath AC, Botteron KN, Todd RD.","Am J Med Genet B Neuropsychiatr Genet. 2007 Sep 5;144B(6):830-3. doi: 10.1002/ajmg.b.30534.","Chorbov VM","Am J Med Genet B Neuropsychiatr Genet","2007","2007/04/25","","","10.1002/ajmg.b.30534"
"17336939","Relationship between neuroticism personality trait and serotonin transporter binding","Takano A, Arakawa R, Hayashi M, Takahashi H, Ito H, Suhara T.","Biol Psychiatry. 2007 Sep 15;62(6):588-92. doi: 10.1016/j.biopsych.2006.11.007. Epub 2007 Mar 6.","Takano A","Biol Psychiatry","2007","2007/03/06","","","10.1016/j.biopsych.2006.11.007"
"17481593","Genetic variation in serotonin transporter alters resting brain function in healthy individuals","Rao H, Gillihan SJ, Wang J, Korczykowski M, Sankoorikal GM, Kaercher KA, Brodkin ES, Detre JA, Farah MJ.","Biol Psychiatry. 2007 Sep 15;62(6):600-6. doi: 10.1016/j.biopsych.2006.11.028. Epub 2007 May 3.","Rao H","Biol Psychiatry","2007","2007/05/08","","","10.1016/j.biopsych.2006.11.028"
"17284168","Serotonergic genes modulate amygdala activity in major depression","Dannlowski U, Ohrmann P, Bauer J, Kugel H, Baune BT, Hohoff C, Kersting A, Arolt V, Heindel W, Deckert J, Suslow T.","Genes Brain Behav. 2007 Oct;6(7):672-6. doi: 10.1111/j.1601-183X.2006.00297.x. Epub 2006 Dec 20.","Dannlowski U","Genes Brain Behav","2007","2007/02/08","","","10.1111/j.1601-183X.2006.00297.x"
"17299512","Monoamine metabolites level in CSF is related to the 5-HTT gene polymorphism in treatment-resistant depression","Kishida I, Aklillu E, Kawanishi C, Bertilsson L, Agren H.","Neuropsychopharmacology. 2007 Oct;32(10):2143-51. doi: 10.1038/sj.npp.1301336. Epub 2007 Feb 14.","Kishida I","Neuropsychopharmacology","2007","2007/02/15","","","10.1038/sj.npp.1301336"
"17931441","Interactions of child maltreatment and serotonin transporter and monoamine oxidase A polymorphisms: depressive symptomatology among adolescents from low socioeconomic status backgrounds","Cicchetti D, Rogosch FA, Sturge-Apple ML.","Dev Psychopathol. 2007 Fall;19(4):1161-80. doi: 10.1017/S0954579407000600.","Cicchetti D","Dev Psychopathol","2007","2007/10/13","","","10.1017/S0954579407000600"
"17678634","Elevated serotonin transporter binding in major depressive disorder assessed using positron emission tomography and [11C]DASB; comparison with bipolar disorder","Cannon DM, Ichise M, Rollis D, Klaver JM, Gandhi SK, Charney DS, Manji HK, Drevets WC.","Biol Psychiatry. 2007 Oct 15;62(8):870-7. doi: 10.1016/j.biopsych.2007.03.016. Epub 2007 Aug 2.","Cannon DM","Biol Psychiatry","2007","2007/08/07","","","10.1016/j.biopsych.2007.03.016"
"17874074","A PET study on regional coexpression of 5-HT1A receptors and 5-HTT in the human brain","Lundberg J, Borg J, Halldin C, Farde L.","Psychopharmacology (Berl). 2007 Dec;195(3):425-33. doi: 10.1007/s00213-007-0928-3. Epub 2007 Sep 15.","Lundberg J","Psychopharmacology (Berl)","2007","2007/09/18","","","10.1007/s00213-007-0928-3"
"18056241","5-HTT binding in recovered depressed patients and healthy volunteers: a positron emission tomography study with [11C]DASB","Bhagwagar Z, Murthy N, Selvaraj S, Hinz R, Taylor M, Fancy S, Grasby P, Cowen P.","Am J Psychiatry. 2007 Dec;164(12):1858-65. doi: 10.1176/appi.ajp.2007.06111933.","Bhagwagar Z","Am J Psychiatry","2007","2007/12/07","","","10.1176/appi.ajp.2007.06111933"
"17950541","Up-regulation of tryptophan hydroxylase-2 mRNA in the rat brain by chronic fluoxetine treatment correlates with its antidepressant effect","Shishkina GT, Kalinina TS, Dygalo NN.","Neuroscience. 2007 Dec 5;150(2):404-12. doi: 10.1016/j.neuroscience.2007.09.017. Epub 2007 Sep 14.","Shishkina GT","Neuroscience","2007","2007/10/24","","","10.1016/j.neuroscience.2007.09.017"
"17955359","Effects of environmental stress and gender on associations among symptoms of depression and the serotonin transporter gene linked polymorphic region (5-HTTLPR)","Brummett BH, Boyle SH, Siegler IC, Kuhn CM, Ashley-Koch A, Jonassaint CR, Züchner S, Collins A, Williams RB.","Behav Genet. 2008 Jan;38(1):34-43. doi: 10.1007/s10519-007-9172-1. Epub 2007 Oct 23.","Brummett BH","Behav Genet","2008","2007/10/24","PMC2777886","NIHMS146385","10.1007/s10519-007-9172-1"
"18050262","Serotonin transporter polymorphism (5-HTTLPR) association with melancholic depression: a female specific effect?","Baune BT, Hohoff C, Mortensen LS, Deckert J, Arolt V, Domschke K.","Depress Anxiety. 2008;25(11):920-5. doi: 10.1002/da.20433.","Baune BT","Depress Anxiety","2008","2007/12/01","","","10.1002/da.20433"
"18158943","Synthesis, radiolabeling and baboon SPECT imaging of 2beta-carbomethoxy-3beta-(3'-[(123)I]iodophenyl)tropane ([(123)I]YP256) as a serotonin transporter radiotracer","Bois F, Baldwin RM, Amici L, Al-Tikriti MS, Kula N, Baldessarini R, Innis RB, Staley JK, Tamagnan GD.","Nucl Med Biol. 2008 Jan;35(1):53-9. doi: 10.1016/j.nucmedbio.2007.09.002.","Bois F","Nucl Med Biol","2008","2007/12/27","PMC2276982","NIHMS37741","10.1016/j.nucmedbio.2007.09.002"
"18180427","Elevated brain serotonin turnover in patients with depression: effect of genotype and therapy","Barton DA, Esler MD, Dawood T, Lambert EA, Haikerwal D, Brenchley C, Socratous F, Hastings J, Guo L, Wiesner G, Kaye DM, Bayles R, Schlaich MP, Lambert GW.","Arch Gen Psychiatry. 2008 Jan;65(1):38-46. doi: 10.1001/archgenpsychiatry.2007.11.","Barton DA","Arch Gen Psychiatry","2008","2008/01/09","","","10.1001/archgenpsychiatry.2007.11"
"19122845","An examination of the association between the 5-HTT promoter region polymorphism and depressogenic attributional styles in childhood","Sheikh HI, Hayden EP, Singh SM, Dougherty LR, Olino TM, Durbin CE, Klein DN.","Pers Individ Dif. 2008;45(5):425-428. doi: 10.1016/j.paid.2008.05.020.","Sheikh HI","Pers Individ Dif","2008","2009/01/06","PMC2583465","NIHMS63897","10.1016/j.paid.2008.05.020"
"17700575","The moderation by the serotonin transporter gene of environmental adversity in the aetiology of mental illness: review and methodological analysis","Uher R, McGuffin P.","Mol Psychiatry. 2008 Feb;13(2):131-46. doi: 10.1038/sj.mp.4002067. Epub 2007 Aug 14.","Uher R","Mol Psychiatry","2008","2007/08/19","","","10.1038/sj.mp.4002067"
"18036835","Sex differences in the serotonin 1A receptor and serotonin transporter binding in the human brain measured by PET","Jovanovic H, Lundberg J, Karlsson P, Cerin A, Saijo T, Varrone A, Halldin C, Nordström AL.","Neuroimage. 2008 Feb 1;39(3):1408-19. doi: 10.1016/j.neuroimage.2007.10.016. Epub 2007 Oct 25.","Jovanovic H","Neuroimage","2008","2007/11/27","","","10.1016/j.neuroimage.2007.10.016"
"18177844","Regulation of extracellular serotonin levels and brain-derived neurotrophic factor in rats with high and low exploratory activity","Mällo T, Kõiv K, Koppel I, Raudkivi K, Uustare A, Rinken A, Timmusk T, Harro J.","Brain Res. 2008 Feb 15;1194(5):110-7. doi: 10.1016/j.brainres.2007.11.041. Epub 2007 Dec 4.","Mällo T","Brain Res","2008","2008/01/08","PMC2568862","","10.1016/j.brainres.2007.11.041"
"18330459","Serotonin receptor subtype and p11 mRNA expression in stress-relevant brain regions of suicide and control subjects","Anisman H, Du L, Palkovits M, Faludi G, Kovacs GG, Szontagh-Kishazi P, Merali Z, Poulter MO.","J Psychiatry Neurosci. 2008 Mar;33(2):131-41.","Anisman H","J Psychiatry Neurosci","2008","2008/03/12","PMC2265306","",""
"18441666","Extended evaluation of serotonin transporter gene functional polymorphisms in subjects with post-stroke depression","Ramasubbu R, Tobias R, Bech-Hansen NT.","Can J Psychiatry. 2008 Mar;53(3):197-201. doi: 10.1177/070674370805300310.","Ramasubbu R","Can J Psychiatry","2008","2008/04/30","","","10.1177/070674370805300310"
"18349696","Low level of harm avoidance is associated with serotonin transporter functional haplotype in alcohol-dependent individuals","Koller G, Zill P, Skoruppa T, Bondy B, Preuss UW, Soyka M.","Psychiatr Genet. 2008 Apr;18(2):59-63. doi: 10.1097/YPG.0b013e3282f60333.","Koller G","Psychiatr Genet","2008","2008/03/20","","","10.1097/YPG.0b013e3282f60333"
"18378990","Major depression, 5HTTLPR genotype, suicide and antidepressant influences on thalamic volume","Young KA, Bonkale WL, Holcomb LA, Hicks PB, German DC.","Br J Psychiatry. 2008 Apr;192(4):285-9. doi: 10.1192/bjp.bp.107.039180.","Young KA","Br J Psychiatry","2008","2008/04/02","","","10.1192/bjp.bp.107.039180"
"18622081","Skeletal effects of serotonin (5-hydroxytryptamine) transporter inhibition: evidence from in vitro and animal-based studies","Warden SJ, Haney EM.","J Musculoskelet Neuronal Interact. 2008 Apr-Jun;8(2):121-32.","Warden SJ","J Musculoskelet Neuronal Interact","2008","2008/07/16","PMC4155922","NIHMS624780",""
"18622082","Skeletal effects of serotonin (5-hydroxytryptamine) transporter inhibition: evidence from clinical studies","Haney EM, Warden SJ.","J Musculoskelet Neuronal Interact. 2008 Apr-Jun;8(2):133-45.","Haney EM","J Musculoskelet Neuronal Interact","2008","2008/07/16","","",""
"17886257","Haplotype analysis confirms association of the serotonin transporter (5-HTT) gene with schizophrenia but not with major depression","Zaboli G, Jönsson EG, Gizatullin R, De Franciscis A, Asberg M, Leopardi R.","Am J Med Genet B Neuropsychiatr Genet. 2008 Apr 5;147(3):301-7. doi: 10.1002/ajmg.b.30597.","Zaboli G","Am J Med Genet B Neuropsychiatr Genet","2008","2007/09/22","","","10.1002/ajmg.b.30597"
"18314311","Serotonin transporter gene polymorphisms: effect on serotonin transporter availability in the brain of suicide attempters","Bah J, Lindström M, Westberg L, Mannerås L, Ryding E, Henningsson S, Melke J, Rosén I, Träskman-Bendz L, Eriksson E.","Psychiatry Res. 2008 Apr 15;162(3):221-9. doi: 10.1016/j.pscychresns.2007.07.004.","Bah J","Psychiatry Res","2008","2008/03/04","","","10.1016/j.pscychresns.2007.07.004"
"17949690","Identifying molecular substrates in a mouse model of the serotonin transporter x environment risk factor for anxiety and depression","Carola V, Frazzetto G, Pascucci T, Audero E, Puglisi-Allegra S, Cabib S, Lesch KP, Gross C.","Biol Psychiatry. 2008 May 1;63(9):840-6. doi: 10.1016/j.biopsych.2007.08.013. Epub 2007 Oct 22.","Carola V","Biol Psychiatry","2008","2007/10/24","","","10.1016/j.biopsych.2007.08.013"
"18279474","Serotonin transporter polymorphism and bleeding time during SSRI therapy","Hougardy DM, Egberts TC, van der Graaf F, Brenninkmeijer VJ, Derijks LJ.","Br J Clin Pharmacol. 2008 May;65(5):761-6. doi: 10.1111/j.1365-2125.2008.03098.x. Epub 2008 Feb 12.","Hougardy DM","Br J Clin Pharmacol","2008","2008/02/19","PMC2432488","","10.1111/j.1365-2125.2008.03098.x"
"18335163","Loss of thalamic serotonin transporters in early drug-naïve Parkinson's disease patients is associated with tremor: an [(123)I]beta-CIT SPECT study","Caretti V, Stoffers D, Winogrodzka A, Isaias IU, Costantino G, Pezzoli G, Ferrarese C, Antonini A, Wolters EC, Booij J.","J Neural Transm (Vienna). 2008 May;115(5):721-9. doi: 10.1007/s00702-007-0015-2. Epub 2008 Mar 12.","Caretti V","J Neural Transm (Vienna)","2008","2008/03/13","PMC2440940","","10.1007/s00702-007-0015-2"
"17882235","Enhanced serotonin transporter function during depression in seasonal affective disorder","Willeit M, Sitte HH, Thierry N, Michalek K, Praschak-Rieder N, Zill P, Winkler D, Brannath W, Fischer MB, Bondy B, Kasper S, Singer EA.","Neuropsychopharmacology. 2008 Jun;33(7):1503-13. doi: 10.1038/sj.npp.1301560. Epub 2007 Sep 19.","Willeit M","Neuropsychopharmacology","2008","2007/09/21","","","10.1038/sj.npp.1301560"
"18268503","Anxiety is associated with reduced central serotonin transporter availability in unmedicated patients with unipolar major depression: a [11C]DASB PET study","Reimold M, Batra A, Knobel A, Smolka MN, Zimmer A, Mann K, Solbach C, Reischl G, Schwärzler F, Gründer G, Machulla HJ, Bares R, Heinz A.","Mol Psychiatry. 2008 Jun;13(6):606-13, 557. doi: 10.1038/sj.mp.4002149. Epub 2008 Feb 12.","Reimold M","Mol Psychiatry","2008","2008/02/13","","","10.1038/sj.mp.4002149"
"18452396","Serotonin transporter gene polymorphisms and sertraline response in major depression patients","Dogan O, Yuksel N, Ergun MA, Yilmaz A, Ilhan MN, Karslioglu HE, Koc A, Menevse A.","Genet Test. 2008 Jun;12(2):225-31. doi: 10.1089/gte.2007.0089.","Dogan O","Genet Test","2008","2008/05/03","","","10.1089/gte.2007.0089"
"18587210","Polymorphism in the promoter region of the gene for 5-HTT in individuals with aggressive periodontitis","Costa JE, Gomes CC, Cota LO, Pataro AL, Silva JF, Gomez RS, Costa FO.","J Oral Sci. 2008 Jun;50(2):193-8. doi: 10.2334/josnusd.50.193.","Costa JE","J Oral Sci","2008","2008/07/01","","","10.2334/josnusd.50.193"
"19015103","Oxytocin receptor (OXTR) and serotonin transporter (5-HTT) genes associated with observed parenting","Bakermans-Kranenburg MJ, van Ijzendoorn MH.","Soc Cogn Affect Neurosci. 2008 Jun;3(2):128-34. doi: 10.1093/scan/nsn004. Epub 2008 Feb 11.","Bakermans-Kranenburg MJ","Soc Cogn Affect Neurosci","2008","2008/11/19","PMC2555463","","10.1093/scan/nsn004"
"18495314","The effect of 5-HTT gene promoter polymorphism on impulsivity depends on family relations in girls","Paaver M, Kurrikoff T, Nordquist N, Oreland L, Harro J.","Prog Neuropsychopharmacol Biol Psychiatry. 2008 Jul 1;32(5):1263-8. doi: 10.1016/j.pnpbp.2008.03.021. Epub 2008 Apr 4.","Paaver M","Prog Neuropsychopharmacol Biol Psychiatry","2008","2008/05/23","","","10.1016/j.pnpbp.2008.03.021"
"18614671","Emotion-induced retrograde amnesia is determined by a 5-HTT genetic polymorphism","Strange BA, Kroes MC, Roiser JP, Tan GC, Dolan RJ.","J Neurosci. 2008 Jul 9;28(28):7036-9. doi: 10.1523/JNEUROSCI.0834-08.2008.","Strange BA","J Neurosci","2008","2008/07/11","PMC2630025","UKMS3663","10.1523/JNEUROSCI.0834-08.2008"
"18261250","Decrease in REM latency and changes in sleep quality parallel serotonergic damage and recovery after MDMA: a longitudinal study over 180 days","Kirilly E, Molnar E, Balogh B, Kantor S, Hansson SR, Palkovits M, Bagdy G.","Int J Neuropsychopharmacol. 2008 Sep;11(6):795-809. doi: 10.1017/S1461145708008535. Epub 2008 Feb 8.","Kirilly E","Int J Neuropsychopharmacol","2008","2008/02/12","","","10.1017/S1461145708008535"
"18308792","Interferon-alpha-induced serotonin uptake in Jurkat T cells via mitogen-activated protein kinase and transcriptional regulation of the serotonin transporter","Tsao CW, Lin YS, Cheng JT, Lin CF, Wu HT, Wu SR, Tsai WH.","J Psychopharmacol. 2008 Sep;22(7):753-60. doi: 10.1177/0269881107082951. Epub 2008 Feb 28.","Tsao CW","J Psychopharmacol","2008","2008/03/01","","","10.1177/0269881107082951"
"18321529","Relationship of the serotonin transporter with prolactin response to meta-chlorophenylpiperazine in cocaine dependence","Patkar AA, Mannelli P, Peindl K, Hill KP, Wu LT, Lee T, Kuhn C.","J Psychiatr Res. 2008 Oct;42(14):1213-9. doi: 10.1016/j.jpsychires.2008.01.008. Epub 2008 Mar 5.","Patkar AA","J Psychiatr Res","2008","2008/03/07","","","10.1016/j.jpsychires.2008.01.008"
"18331740","Serotonin transporter binding as a possible predictor of one-year remission in major depressive disorder","Miller JM, Oquendo MA, Ogden RT, Mann JJ, Parsey RV.","J Psychiatr Res. 2008 Oct;42(14):1137-44. doi: 10.1016/j.jpsychires.2008.01.012. Epub 2008 Mar 10.","Miller JM","J Psychiatr Res","2008","2008/03/12","PMC2670200","NIHMS74901","10.1016/j.jpsychires.2008.01.012"
"18986359","Association of serotonin transporter gene-linked polymorphic region and variable number of tandem repeat polymorphism of the serotonin transporter gene in lichen simplex chronicus patients with psychiatric status","Kirtak N, Inaloz HS, Akçali C, Erdal E, Herken H, Yildirim M, Erguven HG.","Int J Dermatol. 2008 Oct;47(10):1069-72. doi: 10.1111/j.1365-4632.2008.03821.x.","Kirtak N","Int J Dermatol","2008","2008/11/07","","","10.1111/j.1365-4632.2008.03821.x"
"18286634","Reduced hippocampal volumes associated with the long variant of the tri- and diallelic serotonin transporter polymorphism in major depression","Frodl T, Zill P, Baghai T, Schüle C, Rupprecht R, Zetzsche T, Bondy B, Reiser M, Möller HJ, Meisenzahl EM.","Am J Med Genet B Neuropsychiatr Genet. 2008 Oct 5;147B(7):1003-7. doi: 10.1002/ajmg.b.30680.","Frodl T","Am J Med Genet B Neuropsychiatr Genet","2008","2008/02/21","","","10.1002/ajmg.b.30680"
