PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"19738481","The role of pharmacogenetics in the treatment of depression and anxiety disorders","Schosser A, Kasper S.","Int Clin Psychopharmacol. 2009 Nov;24(6):277-88. doi: 10.1097/YIC.0b013e3283306a2f.","Schosser A","Int Clin Psychopharmacol","2009","2009/09/10","","","10.1097/YIC.0b013e3283306a2f"
"19899670","Emotional distress in parents of psychotic patients is modified by serotonin transporter gene (5-HTTLPR)--brain-derived neurotrophic factor gene interactions","Golimbet V, Alfimova M, Korovaitseva G, Abramova LI, Kaled VG.","Span J Psychol. 2009 Nov;12(2):696-706. doi: 10.1017/s1138741600002067.","Golimbet V","Span J Psychol","2009","2009/11/11","","","10.1017/s1138741600002067"
"19899843","Children's inferential styles, 5-HTTLPR genotype, and maternal expressed emotion-criticism: An integrated model for the intergenerational transmission of depression","Gibb BE, Uhrlass DJ, Grassia M, Benas JS, McGeary J.","J Abnorm Psychol. 2009 Nov;118(4):734-45. doi: 10.1037/a0016765.","Gibb BE","J Abnorm Psychol","2009","2009/11/11","PMC2851208","NIHMS185259","10.1037/a0016765"
"19683026","The symptomatic profile of panic disorder is shaped by the 5-HTTLPR polymorphism","Lonsdorf TB, Rück C, Bergström J, Andersson G, Ohman A, Schalling M, Lindefors N.","Prog Neuropsychopharmacol Biol Psychiatry. 2009 Nov 13;33(8):1479-83. doi: 10.1016/j.pnpbp.2009.08.004. Epub 2009 Aug 12.","Lonsdorf TB","Prog Neuropsychopharmacol Biol Psychiatry","2009","2009/08/18","","","10.1016/j.pnpbp.2009.08.004"
"18458677","Functional polymorphisms in the interleukin-6 and serotonin transporter genes, and depression and fatigue induced by interferon-alpha and ribavirin treatment","Bull SJ, Huezo-Diaz P, Binder EB, Cubells JF, Ranjith G, Maddock C, Miyazaki C, Alexander N, Hotopf M, Cleare AJ, Norris S, Cassidy E, Aitchison KJ, Miller AH, Pariante CM.","Mol Psychiatry. 2009 Dec;14(12):1095-104. doi: 10.1038/mp.2008.48. Epub 2008 May 6.","Bull SJ","Mol Psychiatry","2009","2008/05/07","PMC3513412","EMS32334","10.1038/mp.2008.48"
"19332357","Harm avoidance moderates the influence of serotonin transporter gene variants on treatment outcome in bipolar patients","Mandelli L, Mazza M, Martinotti G, Di Nicola M, Tavian D, Colombo E, Missaglia S, De Ronchi D, Colombo R, Janiri L, Serretti A.","J Affect Disord. 2009 Dec;119(1-3):205-9. doi: 10.1016/j.jad.2009.02.027. Epub 2009 Mar 29.","Mandelli L","J Affect Disord","2009","2009/04/01","","","10.1016/j.jad.2009.02.027"
"19675533","Differential effects of tri-allelic 5-HTTLPR polymorphisms in healthy subjects on mood and stress performance after tryptophan challenge","Markus CR, Firk C.","Neuropsychopharmacology. 2009 Dec;34(13):2667-74. doi: 10.1038/npp.2009.92. Epub 2009 Aug 12.","Markus CR","Neuropsychopharmacology","2009","2009/08/14","","","10.1038/npp.2009.92"
"19885623","Coronary artery disease and depression: possible role of brain-derived neurotrophic factor and serotonin transporter gene polymorphisms","Bozzini S, Gambelli P, Boiocchi C, Schirinzi S, Falcone R, Buzzi P, Storti C, Falcone C.","Int J Mol Med. 2009 Dec;24(6):813-8. doi: 10.3892/ijmm_00000297.","Bozzini S","Int J Mol Med","2009","2009/11/04","","","10.3892/ijmm_00000297"
"19199283","Variants of the serotonin transporter gene and NEO-PI-R Neuroticism: No association in the BLSA and SardiNIA samples","Terracciano A, Balaci L, Thayer J, Scally M, Kokinos S, Ferrucci L, Tanaka T, Zonderman AB, Sanna S, Olla N, Zuncheddu MA, Naitza S, Busonero F, Uda M, Schlessinger D, Abecasis GR, Costa PT Jr.","Am J Med Genet B Neuropsychiatr Genet. 2009 Dec 5;150B(8):1070-7. doi: 10.1002/ajmg.b.30932.","Terracciano A","Am J Med Genet B Neuropsychiatr Genet","2009","2009/02/10","PMC2788669","NIHMS94486","10.1002/ajmg.b.30932"
"19725030","Promoter variants of the cannabinoid receptor 1 gene (CNR1) in interaction with 5-HTTLPR affect the anxious phenotype","Lazary J, Lazary A, Gonda X, Benko A, Molnar E, Hunyady L, Juhasz G, Bagdy G.","Am J Med Genet B Neuropsychiatr Genet. 2009 Dec 5;150B(8):1118-27. doi: 10.1002/ajmg.b.31024.","Lazary J","Am J Med Genet B Neuropsychiatr Genet","2009","2009/09/03","","","10.1002/ajmg.b.31024"
"19699062","The serotonin transporter gene polymorphism (5-HTTLPR) and affective symptoms among women diagnosed with borderline personality disorder","Maurex L, Zaboli G, Ohman A, Asberg M, Leopardi R.","Eur Psychiatry. 2010 Jan;25(1):19-25. doi: 10.1016/j.eurpsy.2009.05.001. Epub 2009 Aug 20.","Maurex L","Eur Psychiatry","2010","2009/08/25","","","10.1016/j.eurpsy.2009.05.001"
"19759277","Impact of tryptophan metabolism on the vulnerability to alcohol-related blackouts and violent impulsive behaviours","Vignau J, Soichot M, Imbenotte M, Jacquemont MC, Danel T, Vandamme M, Lhermitte M, Allorge D.","Alcohol Alcohol. 2010 Jan-Feb;45(1):79-88. doi: 10.1093/alcalc/agp044. Epub 2009 Sep 16.","Vignau J","Alcohol Alcohol","2010","2009/09/18","","","10.1093/alcalc/agp044"
"19924014","Significance of serotonin transporter gene polymorphism in tinnitus","Deniz M, Bayazit YA, Celenk F, Karabulut H, Yilmaz A, Gunduz B, Saridogan C, Dagli M, Erdal E, Menevse A.","Otol Neurotol. 2010 Jan;31(1):19-24. doi: 10.1097/MAO.0b013e3181c2dcbc.","Deniz M","Otol Neurotol","2010","2009/11/20","","","10.1097/MAO.0b013e3181c2dcbc"
"20013254","[Neurogenetics of emotional processes. Neuroimaging findings as endophenotypes for depression]","Dannlowski U, Konrad C, Arolt V, Suslow T.","Nervenarzt. 2010 Jan;81(1):24-31. doi: 10.1007/s00115-009-2828-8.","Dannlowski U","Nervenarzt","2010","2009/12/17","","","10.1007/s00115-009-2828-8"
"20588071","Norepinephrine and serotonin transporter genes: impact on treatment response in depression","Baffa A, Hohoff C, Baune BT, Müller-Tidow C, Tidow N, Freitag C, Zwanzger P, Deckert J, Arolt V, Domschke K.","Neuropsychobiology. 2010;62(2):121-31. doi: 10.1159/000317285. Epub 2010 Jun 30.","Baffa A","Neuropsychobiology","2010","2010/07/01","","","10.1159/000317285"
"20606382","Anticipated outcomes from introduction of 5-HTTLPR genotyping for depressed patients: an expert Delphi analysis","Oestergaard S, Møldrup C.","Public Health Genomics. 2010;13(7-8):406-14. doi: 10.1159/000313467. Epub 2010 Jul 6.","Oestergaard S","Public Health Genomics","2010","2010/07/08","","","10.1159/000313467"
"19969374","Genetic polymorphisms in the treatment of depression: speculations from an augmentation study using atomoxetine","Reimherr F, Amsterdam J, Dunner D, Adler L, Zhang S, Williams D, Marchant B, Michelson D, Nierenberg A, Schatzberg A, Feldman P.","Psychiatry Res. 2010 Jan 30;175(1-2):67-73. doi: 10.1016/j.psychres.2009.01.005. Epub 2009 Dec 6.","Reimherr F","Psychiatry Res","2010","2009/12/09","","","10.1016/j.psychres.2009.01.005"
"19647944","The role of the serotonin transporter polymorphism for the endocrine stress response in newborns","Mueller A, Brocke B, Fries E, Lesch KP, Kirschbaum C.","Psychoneuroendocrinology. 2010 Feb;35(2):289-96. doi: 10.1016/j.psyneuen.2009.07.002. Epub 2009 Aug 3.","Mueller A","Psychoneuroendocrinology","2010","2009/08/04","","","10.1016/j.psyneuen.2009.07.002"
"19754661","5-HTTLPR moderates the effect of relational peer victimization on depressive symptoms in adolescent girls","Benjet C, Thompson RJ, Gotlib IH.","J Child Psychol Psychiatry. 2010 Feb;51(2):173-9. doi: 10.1111/j.1469-7610.2009.02149.x. Epub 2009 Sep 14.","Benjet C","J Child Psychol Psychiatry","2010","2009/09/17","PMC2804775","NIHMS145032","10.1111/j.1469-7610.2009.02149.x"
"19854262","Alteration of serotonin transporter messenger RNA level in the peripheral blood mononuclear cells from simian/human immunodeficiency virus infected Chinese rhesus macaques (Macaca mulatta)","Yu K, Qiu CL, Yang GB, Zong CM, Xing H, Shao Y, Wei Q, Qin C.","Brain Behav Immun. 2010 Feb;24(2):298-305. doi: 10.1016/j.bbi.2009.10.008. Epub 2009 Oct 23.","Yu K","Brain Behav Immun","2010","2009/10/27","","","10.1016/j.bbi.2009.10.008"
"20010449","Fluoxetine response in impulsive-aggressive behavior and serotonin transporter polymorphism in personality disorder","Silva H, Iturra P, Solari A, Villarroel J, Jerez S, Jiménez M, Galleguillos F, Bustamante ML.","Psychiatr Genet. 2010 Feb;20(1):25-30. doi: 10.1097/YPG.0b013e328335125d.","Silva H","Psychiatr Genet","2010","2009/12/17","","","10.1097/YPG.0b013e328335125d"
"19878929","Baseline brain perfusion and the serotonin transporter promoter polymorphism","Viviani R, Sim EJ, Lo H, Beschoner P, Osterfeld N, Maier C, Seeringer A, Godoy AL, Rosa A, Comas D, Kirchheiner J.","Biol Psychiatry. 2010 Feb 15;67(4):317-22. doi: 10.1016/j.biopsych.2009.08.035. Epub 2009 Oct 30.","Viviani R","Biol Psychiatry","2010","2009/11/03","","","10.1016/j.biopsych.2009.08.035"
"19864286","Culture-gene coevolution of individualism-collectivism and the serotonin transporter gene","Chiao JY, Blizinsky KD.","Proc Biol Sci. 2010 Feb 22;277(1681):529-37. doi: 10.1098/rspb.2009.1650. Epub 2009 Oct 28.","Chiao JY","Proc Biol Sci","2010","2009/10/30","PMC2842692","","10.1098/rspb.2009.1650"
"19438736","No influence of 5-HTTLPR gene polymorphism on migraine symptomatology, comorbid depression, and chronification","Wieser T, Dresler K, Evers S, Gaul C, König D, Hölzl D, Berger K, Nyholt D, Deufel T.","Headache. 2010 Mar;50(3):420-30. doi: 10.1111/j.1526-4610.2009.01428.x. Epub 2009 Apr 27.","Wieser T","Headache","2010","2009/05/15","","","10.1111/j.1526-4610.2009.01428.x"
"19858108","Serotonin transporter genotype modulates amygdala activity during mood regulation","Gillihan SJ, Rao H, Wang J, Detre JA, Breland J, Sankoorikal GM, Brodkin ES, Farah MJ.","Soc Cogn Affect Neurosci. 2010 Mar;5(1):1-10. doi: 10.1093/scan/nsp035. Epub 2009 Oct 25.","Gillihan SJ","Soc Cogn Affect Neurosci","2010","2009/10/28","PMC2840838","","10.1093/scan/nsp035"
"19883751","Healthy young women with serotonin transporter SS polymorphism show a pro-inflammatory bias under resting and stress conditions","Fredericks CA, Drabant EM, Edge MD, Tillie JM, Hallmayer J, Ramel W, Kuo JR, Mackey S, Gross JJ, Dhabhar FS.","Brain Behav Immun. 2010 Mar;24(3):350-7. doi: 10.1016/j.bbi.2009.10.014. Epub 2009 Oct 31.","Fredericks CA","Brain Behav Immun","2010","2009/11/04","PMC2826575","NIHMS164773","10.1016/j.bbi.2009.10.014"
"20024596","From nature versus nurture, via nature and nurture, to gene x environment interaction in mental disorders","Wermter AK, Laucht M, Schimmelmann BG, Banaschewski T, Sonuga-Barke EJ, Rietschel M, Becker K.","Eur Child Adolesc Psychiatry. 2010 Mar;19(3):199-210. doi: 10.1007/s00787-009-0082-z. Epub 2009 Dec 19.","Wermter AK","Eur Child Adolesc Psychiatry","2010","2009/12/22","","","10.1007/s00787-009-0082-z"
"20034565","Reduced function of the serotonin transporter is associated with decreased expression of BDNF in rodents as well as in humans","Molteni R, Cattaneo A, Calabrese F, Macchi F, Olivier JD, Racagni G, Ellenbroek BA, Gennarelli M, Riva MA.","Neurobiol Dis. 2010 Mar;37(3):747-55. doi: 10.1016/j.nbd.2009.12.014. Epub 2009 Dec 23.","Molteni R","Neurobiol Dis","2010","2009/12/26","","","10.1016/j.nbd.2009.12.014"
"20196101","The serotonin transporter polymorphism (5-HTTLPR): allelic variation and links with depressive symptoms","Goldman N, Glei DA, Lin YH, Weinstein M.","Depress Anxiety. 2010 Mar;27(3):260-9. doi: 10.1002/da.20660.","Goldman N","Depress Anxiety","2010","2010/03/03","PMC2841212","NIHMS164800","10.1002/da.20660"
"20332289","A functional serotonin transporter gene polymorphism and depressive effects associated with interferon-alpha treatment","Pierucci-Lagha A, Covault J, Bonkovsky HL, Feinn R, Abreu C, Sterling RK, Fontana RJ, Kranzler HR; HALT-C Trial Group.","Psychosomatics. 2010 Mar-Apr;51(2):137-48. doi: 10.1176/appi.psy.51.2.137.","Pierucci-Lagha A","Psychosomatics","2010","2010/03/25","PMC3746312","NIHMS483233","10.1176/appi.psy.51.2.137"
"20016401","Association between major depressive disorder and a functional polymorphism of the 5-hydroxytryptamine (serotonin) transporter gene: a meta-analysis","Kiyohara C, Yoshimasu K.","Psychiatr Genet. 2010 Apr;20(2):49-58. doi: 10.1097/YPG.0b013e328335112b.","Kiyohara C","Psychiatr Genet","2010","2009/12/18","","","10.1097/YPG.0b013e328335112b"
"20090673","Serotonin transporter genotype and action monitoring dysfunction: a possible substrate underlying increased vulnerability to depression","Holmes AJ, Bogdan R, Pizzagalli DA.","Neuropsychopharmacology. 2010 Apr;35(5):1186-97. doi: 10.1038/npp.2009.223. Epub 2010 Jan 20.","Holmes AJ","Neuropsychopharmacology","2010","2010/01/22","PMC2840070","NIHMS165759","10.1038/npp.2009.223"
"20491280","[Prediction of antidepressant response to milnacipran and fluvoxamine using pharmacogenetical methods]","Higuchi H.","Nihon Shinkei Seishin Yakurigaku Zasshi. 2010 Apr;30(2):71-6.","Higuchi H","Nihon Shinkei Seishin Yakurigaku Zasshi","2010","2010/05/25","","",""
"20029939","Polymorphisms in CRHR1 and the serotonin transporter loci: gene x gene x environment interactions on depressive symptoms","Ressler KJ, Bradley B, Mercer KB, Deveau TC, Smith AK, Gillespie CF, Nemeroff CB, Cubells JF, Binder EB.","Am J Med Genet B Neuropsychiatr Genet. 2010 Apr 5;153B(3):812-24. doi: 10.1002/ajmg.b.31052.","Ressler KJ","Am J Med Genet B Neuropsychiatr Genet","2010","2009/12/24","PMC2924813","NIHMS219440","10.1002/ajmg.b.31052"
"18640745","5-HTTLPR genotype, stressful life events and late-life depression: no evidence of interaction in a French population","Power T, Stewart R, Ancelin ML, Jaussent I, Malafosse A, Ritchie K.","Neurobiol Aging. 2010 May;31(5):886-7. doi: 10.1016/j.neurobiolaging.2008.06.006. Epub 2008 Jul 21.","Power T","Neurobiol Aging","2010","2008/07/22","","","10.1016/j.neurobiolaging.2008.06.006"
"20147891","Childhood stress, serotonin transporter gene and brain structures in major depression","Frodl T, Reinhold E, Koutsouleris N, Donohoe G, Bondy B, Reiser M, Möller HJ, Meisenzahl EM.","Neuropsychopharmacology. 2010 May;35(6):1383-90. doi: 10.1038/npp.2010.8. Epub 2010 Feb 10.","Frodl T","Neuropsychopharmacology","2010","2010/02/12","PMC3055341","","10.1038/npp.2010.8"
"20231323","Genetic sensitivity to the environment: the case of the serotonin transporter gene and its implications for studying complex diseases and traits","Caspi A, Hariri AR, Holmes A, Uher R, Moffitt TE.","Am J Psychiatry. 2010 May;167(5):509-27. doi: 10.1176/appi.ajp.2010.09101452. Epub 2010 Mar 15.","Caspi A","Am J Psychiatry","2010","2010/03/17","PMC2943341","NIHMS233508","10.1176/appi.ajp.2010.09101452"
"20403510","Psychobiological differences between depression and somatization","Rief W, Hennings A, Riemer S, Euteneuer F.","J Psychosom Res. 2010 May;68(5):495-502. doi: 10.1016/j.jpsychores.2010.02.001. Epub 2010 Mar 17.","Rief W","J Psychosom Res","2010","2010/04/21","","","10.1016/j.jpsychores.2010.02.001"
"20368500","A prospective cohort study investigating factors associated with depression during medical internship","Sen S, Kranzler HR, Krystal JH, Speller H, Chan G, Gelernter J, Guille C.","Arch Gen Psychiatry. 2010 Jun;67(6):557-65. doi: 10.1001/archgenpsychiatry.2010.41. Epub 2010 Apr 5.","Sen S","Arch Gen Psychiatry","2010","2010/04/07","PMC4036806","NIHMS452400","10.1001/archgenpsychiatry.2010.41"
"20592043","Is there a genetic contribution to cultural differences? Collectivism, individualism and genetic markers of social sensitivity","Way BM, Lieberman MD.","Soc Cogn Affect Neurosci. 2010 Jun;5(2-3):203-11. doi: 10.1093/scan/nsq059.","Way BM","Soc Cogn Affect Neurosci","2010","2010/07/02","PMC2894685","","10.1093/scan/nsq059"
"20606244","Serotonin transporter gene and negative life change events are associated with depressive phenotype","Lazary J.","Neuropsychopharmacol Hung. 2010 Jun;12(2):347-54.","Lazary J","Neuropsychopharmacol Hung","2010","2010/07/08","","",""
"20045118","A serotonin transporter gene polymorphism predicts peripartum depressive symptoms in an at-risk psychiatric cohort","Binder EB, Newport DJ, Zach EB, Smith AK, Deveau TC, Altshuler LL, Cohen LS, Stowe ZN, Cubells JF.","J Psychiatr Res. 2010 Jul;44(10):640-6. doi: 10.1016/j.jpsychires.2009.12.001. Epub 2009 Dec 31.","Binder EB","J Psychiatr Res","2010","2010/01/05","PMC2891911","NIHMS168591","10.1016/j.jpsychires.2009.12.001"
"20113357","An international multicenter association study of the serotonin transporter gene in persistent ADHD","Landaas ET, Johansson S, Jacobsen KK, Ribasés M, Bosch R, Sánchez-Mora C, Jacob CP, Boreatti-Hümmer A, Kreiker S, Lesch KP, Kiemeney LA, Kooij JJ, Kan C, Buitelaar JK, Faraone SV, Halmøy A, Ramos-Quiroga JA, Cormand B, Reif A, Franke B, Mick E, Knappskog PM, Haavik J.","Genes Brain Behav. 2010 Jul;9(5):449-58. doi: 10.1111/j.1601-183X.2010.00567.x. Epub 2010 Jan 25.","Landaas ET","Genes Brain Behav","2010","2010/02/02","","","10.1111/j.1601-183X.2010.00567.x"
"20336806","Gender differences in the genetic and environmental determinants of adolescent depression","Uddin M, Koenen KC, de Los Santos R, Bakshis E, Aiello AE, Galea S.","Depress Anxiety. 2010 Jul;27(7):658-66. doi: 10.1002/da.20692.","Uddin M","Depress Anxiety","2010","2010/03/26","PMC3124809","NIHMS303280","10.1002/da.20692"
"20371729","Increased vulnerability to psychosocial stress in heterozygous serotonin transporter knockout mice","Bartolomucci A, Carola V, Pascucci T, Puglisi-Allegra S, Cabib S, Lesch KP, Parmigiani S, Palanza P, Gross C.","Dis Model Mech. 2010 Jul-Aug;3(7-8):459-70. doi: 10.1242/dmm.004614. Epub 2010 Apr 6.","Bartolomucci A","Dis Model Mech","2010","2010/04/08","","","10.1242/dmm.004614"
"20397838","Association of serotonin transporter promoter gene polymorphism (5-HTTLPR) with depression in Costa Rican schizophrenic patients","Contreras J, Hernández S, Quezada P, Dassori A, Walss-Bass C, Escamilla M, Raventos H.","J Neurogenet. 2010 Jul;24(2):83-9. doi: 10.3109/01677060903583994.","Contreras J","J Neurogenet","2010","2010/04/20","","","10.3109/01677060903583994"
"20122741","Depression and serotonin transporter (5-HTTLPR) polymorphism in breast cancer patients","Grassi L, Rossi E, Cobianchi M, Aguiari L, Capozzo M, Martinis E, Nanni MG, Lelli G, Schillani G, Biancosino B, Giraldi T.","J Affect Disord. 2010 Aug;124(3):346-50. doi: 10.1016/j.jad.2009.12.022. Epub 2010 Jan 31.","Grassi L","J Affect Disord","2010","2010/02/04","","","10.1016/j.jad.2009.12.022"
"20406689","Serotonin transporter polymorphisms (SLC6A4 insertion/deletion and rs25531) do not affect the availability of 5-HTT to [11C] DASB binding in the living human brain","Murthy NV, Selvaraj S, Cowen PJ, Bhagwagar Z, Riedel WJ, Peers P, Kennedy JL, Sahakian BJ, Laruelle MA, Rabiner EA, Grasby PM.","Neuroimage. 2010 Aug 1;52(1):50-4. doi: 10.1016/j.neuroimage.2010.04.032. Epub 2010 Apr 18.","Murthy NV","Neuroimage","2010","2010/04/22","","","10.1016/j.neuroimage.2010.04.032"
"20455953","Serotonin transporter gene, childhood emotional abuse and cognitive vulnerability to depression","Antypa N, Van der Does AJ.","Genes Brain Behav. 2010 Aug;9(6):615-20. doi: 10.1111/j.1601-183X.2010.00593.x. Epub 2010 May 3.","Antypa N","Genes Brain Behav","2010","2010/05/12","PMC2936121","","10.1111/j.1601-183X.2010.00593.x"
"20577990","Interaction of chronic stress with serotonin transporter and catechol-O-methyltransferase polymorphisms in predicting youth depression","Conway CC, Hammen C, Brennan PA, Lind PA, Najman JM.","Depress Anxiety. 2010 Aug;27(8):737-45. doi: 10.1002/da.20715.","Conway CC","Depress Anxiety","2010","2010/06/26","PMC2918677","NIHMS213940","10.1002/da.20715"
"20664233","Serotonin transporter gene polymorphism associated with short-term treatment response to venlafaxine","Lee SH, Choi TK, Lee E, Seok JH, Lee SH, Lee HS, Kim SJ.","Neuropsychobiology. 2010 Aug;62(3):198-206. doi: 10.1159/000319362. Epub 2010 Jul 22.","Lee SH","Neuropsychobiology","2010","2010/07/29","","","10.1159/000319362"
"20694965","Association of the serotonin transporter promoter region polymorphism with biased attention for negative word stimuli","Kwang T, Wells TT, McGeary JE, Swann WB Jr, Beevers CG.","Depress Anxiety. 2010 Aug;27(8):746-51. doi: 10.1002/da.20708.","Kwang T","Depress Anxiety","2010","2010/08/10","PMC2919243","NIHMS213901","10.1002/da.20708"
"31929663","Reports of Childhood Physical Abuse, 5-HTTLPR Genotype, and Women's Attentional Biases for Angry Faces","Johnson AL, Gibb BE, McGeary J.","Cognit Ther Res. 2010 Aug;34(4):380-387. doi: 10.1007/s10608-009-9269-3. Epub 2009 Sep 16.","Johnson AL","Cognit Ther Res","2010","2020/01/14","PMC6953991","NIHMS1066544","10.1007/s10608-009-9269-3"
"20450949","Serotonin transporter gene polymorphisms and treatment-resistant depression","Bonvicini C, Minelli A, Scassellati C, Bortolomasi M, Segala M, Sartori R, Giacopuzzi M, Gennarelli M.","Prog Neuropsychopharmacol Biol Psychiatry. 2010 Aug 16;34(6):934-9. doi: 10.1016/j.pnpbp.2010.04.020. Epub 2010 May 5.","Bonvicini C","Prog Neuropsychopharmacol Biol Psychiatry","2010","2010/05/11","","","10.1016/j.pnpbp.2010.04.020"
"20729761","Gene-environment interaction of child temperament","Ivorra JL, Sanjuan J, Jover M, Carot JM, Frutos Rd, Molto MD.","J Dev Behav Pediatr. 2010 Sep;31(7):545-54. doi: 10.1097/DBP.0b013e3181ee4072.","Ivorra JL","J Dev Behav Pediatr","2010","2010/08/24","","","10.1097/DBP.0b013e3181ee4072"
"20944177","Psychological response to cancer: role of 5-HTTLPR genetic polymorphism of serotonin transporter","Schillani G, Martinis E, Capozzo MA, Era D, Cristante T, Mustacchi G, Conte MA, DE Vanna M, Grassi L, Giraldi T.","Anticancer Res. 2010 Sep;30(9):3823-6.","Schillani G","Anticancer Res","2010","2010/10/15","","",""
"20398943","Serotonin transporter and BDNF genetic variants interact to predict cognitive reactivity in healthy adults","Wells TT, Beevers CG, McGeary JE.","J Affect Disord. 2010 Oct;126(1-2):223-9. doi: 10.1016/j.jad.2010.03.019. Epub 2010 Apr 15.","Wells TT","J Affect Disord","2010","2010/04/20","PMC2912950","NIHMS193889","10.1016/j.jad.2010.03.019"
"20509052","Association between a serotonin transporter gene variant and hopelessness among men in the Heart and Soul Study","Kangelaris KN, Vittinghoff E, Otte C, Na B, Auerbach AD, Whooley MA.","J Gen Intern Med. 2010 Oct;25(10):1030-7. doi: 10.1007/s11606-010-1403-0. Epub 2010 May 28.","Kangelaris KN","J Gen Intern Med","2010","2010/05/29","PMC2955461","","10.1007/s11606-010-1403-0"
"20637828","Serotonin transporter gene-linked polymorphic region (5-HTTLPR) and diurnal cortisol: A sex by genotype interaction","Wankerl M, Zyriax BC, Bondy B, Hinkelmann K, Windler E, Otte C.","Biol Psychol. 2010 Oct;85(2):344-6. doi: 10.1016/j.biopsycho.2010.07.007. Epub 2010 Jul 15.","Wankerl M","Biol Psychol","2010","2010/07/20","","","10.1016/j.biopsycho.2010.07.007"
"20351589","Efficacy of exercise in reducing depressive symptoms across 5-HTTLPR genotypes","Rethorst CD, Landers DM, Nagoshi CT, Ross JT.","Med Sci Sports Exerc. 2010 Nov;42(11):2141-7. doi: 10.1249/MSS.0b013e3181de7d51.","Rethorst CD","Med Sci Sports Exerc","2010","2010/03/31","","","10.1249/MSS.0b013e3181de7d51"
"20380781","Association of the 5- HTTLPR genotype and unipolar depression: a meta-analysis","Clarke H, Flint J, Attwood AS, Munafò MR.","Psychol Med. 2010 Nov;40(11):1767-78. doi: 10.1017/S0033291710000516. Epub 2010 Apr 12.","Clarke H","Psychol Med","2010","2010/04/13","","","10.1017/S0033291710000516"
"20659488","Serotonin transporter gene-linked polymorphic region (5-HTTLPR) influences decision making under ambiguity and risk in a large Chinese sample","He Q, Xue G, Chen C, Lu Z, Dong Q, Lei X, Ding N, Li J, Li H, Chen C, Li J, Moyzis RK, Bechara A.","Neuropharmacology. 2010 Nov;59(6):518-26. doi: 10.1016/j.neuropharm.2010.07.008. Epub 2010 Jul 24.","He Q","Neuropharmacology","2010","2010/07/28","PMC2946467","NIHMS225327","10.1016/j.neuropharm.2010.07.008"
"20881788","Current developments and controversies: does the serotonin transporter gene-linked polymorphic region (5-HTTLPR) modulate the association between stress and depression?","Wankerl M, Wüst S, Otte C.","Curr Opin Psychiatry. 2010 Nov;23(6):582-7. doi: 10.1097/YCO.0b013e32833f0e3a.","Wankerl M","Curr Opin Psychiatry","2010","2010/10/01","","","10.1097/YCO.0b013e32833f0e3a"
"21037213","Polymorphisms in BDNF (Val66Met) and 5-HTTLPR, morning cortisol and subsequent depression in at-risk adolescents","Goodyer IM, Croudace T, Dudbridge F, Ban M, Herbert J.","Br J Psychiatry. 2010 Nov;197(5):365-71. doi: 10.1192/bjp.bp.110.077750.","Goodyer IM","Br J Psychiatry","2010","2010/11/02","PMC2966502","","10.1192/bjp.bp.110.077750"
"20851164","Early impact of 5-HTTLPR polymorphism on the neural correlates of sadness","Fortier E, Noreau A, Lepore F, Boivin M, Pérusse D, Rouleau GA, Beauregard M.","Neurosci Lett. 2010 Nov 26;485(3):261-5. doi: 10.1016/j.neulet.2010.09.026. Epub 2010 Sep 17.","Fortier E","Neurosci Lett","2010","2010/09/21","","","10.1016/j.neulet.2010.09.026"
"21110842","The COMTval158met polymorphism is associated with symptom relief during exposure-based cognitive-behavioral treatment in panic disorder","Lonsdorf TB, Rück C, Bergström J, Andersson G, Ohman A, Lindefors N, Schalling M.","BMC Psychiatry. 2010 Nov 26;10:99. doi: 10.1186/1471-244X-10-99.","Lonsdorf TB","BMC Psychiatry","2010","2010/11/30","PMC3004861","","10.1186/1471-244X-10-99"
"19825907","Predictive factors for responding to sertraline treatment: views from plasma catecholamine metabolites and serotonin transporter polymorphism","Umene-Nakano W, Yoshimura R, Ueda N, Suzuki A, Ikenouchi-Sugita A, Hori H, Otani K, Nakamura J.","J Psychopharmacol. 2010 Dec;24(12):1764-71. doi: 10.1177/0269881109106899. Epub 2009 Oct 13.","Umene-Nakano W","J Psychopharmacol","2010","2009/10/15","","","10.1177/0269881109106899"
"21142930","The serotonin transporter gene length polymorphism (5-HTTLPR) and life events: no evidence for an interaction effect on neuroticism and anxious depressive symptoms","Middeldorp CM, de Geus EJ, Willemsen G, Hottenga JJ, Slagboom PE, Boomsma DI.","Twin Res Hum Genet. 2010 Dec;13(6):544-9. doi: 10.1375/twin.13.6.544.","Middeldorp CM","Twin Res Hum Genet","2010","2010/12/15","","","10.1375/twin.13.6.544"
"21165304","Serotonin transporter gene polymorphisms and chronic illness of depression","Myung W, Lim SW, Kim J, Lee Y, Song J, Chang KW, Kim DK.","J Korean Med Sci. 2010 Dec;25(12):1824-7. doi: 10.3346/jkms.2010.25.12.1824. Epub 2010 Nov 24.","Myung W","J Korean Med Sci","2010","2010/12/18","PMC2995243","","10.3346/jkms.2010.25.12.1824"
"21245616","Association of serotonin transporter gene polymorphisms with obsessive-compulsive disorder (OCD) in a south Indian population","Tibrewal P, Kumar HB, Shubha GN, Subhashree D, Purushottam M, Thennarasu K, Reddy YC, Jain S.","Indian J Med Res. 2010 Dec;132(6):690-5.","Tibrewal P","Indian J Med Res","2010","2011/01/20","PMC3102456","",""
